"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:FAS(4.0.0)","AGO.FA26N.PTKM2_NUM.A","OBS_VALUE","Angola","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.8598700569503489","0.9609368733456325","1.143819683965669","1.18232132830673","1.234458971685249","1.260928852169728","1.301034731691666","1.319483436271757","1.286596615063768","1.25290767626534","1.219218737466913","1.190342504211117","1.162268388545761","1.152642977460496"
"IMF.STA:FAS(4.0.0)","ZMB.FA57.NUM.A","OBS_VALUE","Zambia","Registered mobile money agent outlets","Number","Annual","Units","3278","7266","14528","13354","19249","20536","21897","51733","108428","212881","252097","409771","439487","583459"
"IMF.STA:FAS(4.0.0)","DJI.FA63.NUM.A","OBS_VALUE","Djibouti","Active mobile money accounts","Number","Annual","Units","","","","","","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DJI.FA66.NUM.A","OBS_VALUE","Djibouti","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DJI.FA26N.PTKM2_NUM.A","OBS_VALUE","Djibouti","Number of commercial bank branches","Per 1,000 square km","Annual","Units","1.207937877480587","1.294219154443486","1.251078515962036","1.423641069887834","1.639344262295082","1.639344262295082","2.070750647109577","2.286453839516825","2.804141501294219","2.588438308886972","2.76100086281277","3.149266609145815","3.321829163071613","2.933563416738568"
"IMF.STA:FAS(4.0.0)","AGO.FA57.NUM.A","OBS_VALUE","Angola","Registered mobile money agent outlets","Number","Annual","Units","","","","","141","152","412","572","176","200","2232","2368","8847","17020"
"IMF.STA:FAS(4.0.0)","ZMB.FA26N.PTKM2_NUM.A","OBS_VALUE","Zambia","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.4102826241945681","0.4479479142845613","0.4896487711699108","0.5353851948506168","0.5515274620320424","0.5730504849406099","0.5730504849406099","0.5031006604877655","0.438531591762063","0.4371864028302775","0.4129730020581391","0.41566337992171","0.4210441356488519","0.4210441356488519"
"IMF.STA:FAS(4.0.0)","DJI.FA57.NUM.A","OBS_VALUE","Djibouti","Registered mobile money agent outlets","Number","Annual","Units","","","","","","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AGO.FA63.NUM.A","OBS_VALUE","Angola","Active mobile money accounts","Number","Annual","Units","","","","","","","","","89104","131234","119655","212145","371984","444918"
"IMF.STA:FAS(4.0.0)","AGO.FA66.NUM.A","OBS_VALUE","Angola","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","34091","34128","635952","2689262","373257","68706","3930982","13538413","134752222","169089707.12"
"IMF.STA:FAS(4.0.0)","ZMB.FA63.NUM.A","OBS_VALUE","Zambia","Active mobile money accounts","Number","Annual","Units","19365","50231","88688","332926","250108","521098","1450533","3443973","4852040","8609265","9867409","11246686","12947310","12328755"
"IMF.STA:FAS(4.0.0)","GHA.FA57.NUM.A","OBS_VALUE","Ghana","Registered mobile money agent outlets","Number","Annual","Units","","8660","17492","26889","79747","136769","194688","396599","306346","423892","580000","700000","817000","883000"
"IMF.STA:FAS(4.0.0)","GNB.FA26N.PTKM2_NUM.A","OBS_VALUE","Guinea-Bissau","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.7467994310099573","0.817923186344239","0.9246088193456615","0.9246088193456615","1.173541963015647","1.173541963015647","1.173541963015647","1.173541963015647","1.493598862019915","1.493598862019915","1.493598862019915","1.493598862019915","1.529160739687055","1.920341394025605"
"IMF.STA:FAS(4.0.0)","BFA.FA26N.PTKM2_NUM.A","OBS_VALUE","Burkina Faso","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.668859649122807","0.7054093567251462","0.7894736842105263","0.9685672514619883","1.048976608187135","1.074561403508772","1.100146198830409","1.125730994152047","1.264619883040936","1.198830409356725","1.304824561403509","1.366959064327485","1.345029239766082","1.345029239766082"
"IMF.STA:FAS(4.0.0)","GNB.FA57.NUM.A","OBS_VALUE","Guinea-Bissau","Registered mobile money agent outlets","Number","Annual","Units","","","","","448","330","1782","3294","9779","14288","19382","22349","23960","37321"
"IMF.STA:FAS(4.0.0)","BFA.FA66.NUM.A","OBS_VALUE","Burkina Faso","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","53854214","137361072","351604190","496137437","770383546","1035980264","1277794863","1591884430","2893874811","2176710400"
"IMF.STA:FAS(4.0.0)","GNB.FA66.NUM.A","OBS_VALUE","Guinea-Bissau","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","265484","304014","619620","2002035","6704422","22471104","43692692","31179511","72924806","83548588"
"IMF.STA:FAS(4.0.0)","BEN.FA57.NUM.A","OBS_VALUE","Benin","Registered mobile money agent outlets","Number","Annual","Units","","","","","10489","20877","41172","72468","107903","174297","208522","334793","462202","324976"
"IMF.STA:FAS(4.0.0)","SEN.FA63.NUM.A","OBS_VALUE","Senegal","Active mobile money accounts","Number","Annual","Units","","","","","1817153","1968176","2240315","2755017","4034751","5796504","16211374","16461947","14385474","14648818"
"IMF.STA:FAS(4.0.0)","MLI.FA57.NUM.A","OBS_VALUE","Mali","Registered mobile money agent outlets","Number","Annual","Units","","","","","34138","43842","46280","57008","148485","202764","233055","237015","259150","135782"
"IMF.STA:FAS(4.0.0)","GHA.FA26N.PTKM2_NUM.A","OBS_VALUE","Ghana","Number of commercial bank branches","Per 1,000 square km","Annual","Units","3.594972312560429","3.88942603498286","4.10477278720225","4.372857519557001","5.282587676891975","5.418827458908324","6.697723477190824","6.974597872901468","6.952837610368606","5.27402979826836","10.11281879991034","5.331094830200454","5.225615624986266","5.392624366575398"
"IMF.STA:FAS(4.0.0)","BFA.FA63.NUM.A","OBS_VALUE","Burkina Faso","Active mobile money accounts","Number","Annual","Units","","","","","739653","1566110","3628158","5771847","7377347","9016678","12529927","13330759","8912642","8917292"
"IMF.STA:FAS(4.0.0)","GHA.FA66.NUM.A","OBS_VALUE","Ghana","Mobile money transactions (during the reference year)","Number","Annual","Units","","18042241","40853559","113179738","266246537","550218427","981564563","1454470801","2009989300","2859624191","4010000000","5066000000","6806000000","8090000000"
"IMF.STA:FAS(4.0.0)","SEN.FA57.NUM.A","OBS_VALUE","Senegal","Registered mobile money agent outlets","Number","Annual","Units","","","","","32552","39172","67315","121565","187648","239748","385950","386373","246854","298359"
"IMF.STA:FAS(4.0.0)","BEN.FA66.NUM.A","OBS_VALUE","Benin","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","14655315","38399466","106090427","198447926","331517370","608786498","939902238","1507395397","2090988221","2548350605"
"IMF.STA:FAS(4.0.0)","BEN.FA63.NUM.A","OBS_VALUE","Benin","Active mobile money accounts","Number","Annual","Units","","","","","393912","974293","1954580","2667347","4314922","5253233","6360525","8489395","11173672","11252487"
"IMF.STA:FAS(4.0.0)","NER.FA57.NUM.A","OBS_VALUE","Niger","Registered mobile money agent outlets","Number","Annual","Units","","","","","34201","22708","21274","26666","22671","16304","35832","51859","89767","135564"
"IMF.STA:FAS(4.0.0)","NER.FA66.NUM.A","OBS_VALUE","Niger","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","27231673","40454351","35724017","23445050","14900737","12356525","21976511","20125902","21588941","31980545"
"IMF.STA:FAS(4.0.0)","SEN.FA66.NUM.A","OBS_VALUE","Senegal","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","28328242","72673296","150421047","298788630","435565368","572118072","998321085","1461739554","2139627672","2874467953"
"IMF.STA:FAS(4.0.0)","MLI.FA66.NUM.A","OBS_VALUE","Mali","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","134649789","147237436","190986889","256676322","337972716","413947723","540169859","775303711","1004371892","1271864559"
"IMF.STA:FAS(4.0.0)","BFA.FA57.NUM.A","OBS_VALUE","Burkina Faso","Registered mobile money agent outlets","Number","Annual","Units","","","","","16217","12675","22292","68382","91677","106797","132849","150249","127582","149369"
"IMF.STA:FAS(4.0.0)","SEN.FA26N.PTKM2_NUM.A","OBS_VALUE","Senegal","Number of commercial bank branches","Per 1,000 square km","Annual","Units","1.73998857320937","1.880226458214304","1.901002441177998","1.978912377291851","2.181478211187867","2.264582143042643","2.61777385342544","2.628161844907287","2.519087934347894","2.607385861943593","2.887861631953462","2.903443619176232","3.059263491403937","3.131979431776866"
"IMF.STA:FAS(4.0.0)","MLI.FA63.NUM.A","OBS_VALUE","Mali","Active mobile money accounts","Number","Annual","Units","","","","","1944774","2193892","2299667","2751700","3062549","3927250","4226523","5364675","5477421","5828234"
"IMF.STA:FAS(4.0.0)","MLI.FA26N.PTKM2_NUM.A","OBS_VALUE","Mali","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.2835623960202919","0.3294568878617265","0.3548627672739491","0.4073136150927315","0.4507494734426606","0.46714036338603","0.4089527040870684","0.4122308820757423","0.4212458715445955","0.4105917930814054","0.4163286045615847","0.4015768036125521","0.4032158926068891","0.3933813586408674"
"IMF.STA:FAS(4.0.0)","NER.FA26N.PTKM2_NUM.A","OBS_VALUE","Niger","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.08447146127733481","0.1081550485513539","0.1199968421883635","0.1255230125523013","0.1342069945527749","0.1365753532801768","0.1428909765532486","0.1444698823715165","0.1507855056445883","0.1531538643719902","0.1610483934633299","0.1681534696455356","0.1673640167364017","0.1665745638272677"
"IMF.STA:FAS(4.0.0)","NER.FA63.NUM.A","OBS_VALUE","Niger","Active mobile money accounts","Number","Annual","Units","","","","","297231","286701","323360","301049","166708","273353","492491","425533","295471","441764"
"IMF.STA:FAS(4.0.0)","CAF.FA26N.PTKM2_NUM.A","OBS_VALUE","Central African Republic","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.0369193232527529","0.03852451122026389","0.04173488715528588","0.03852451122026389","0.02728819544768692","0.02728819544768692","0.02889338341519792","","","","","","",""
"IMF.STA:FAS(4.0.0)","TZA.FA26N.PTKM2_NUM.A","OBS_VALUE","Tanzania, United Republic of","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.6028448859787762","0.6638067283811244","0.7631519530368029","0.8308873334838564","0.8624971776924814","0.9573267103183563","0.9697448634003161","0.918943328065026","1.008128245653646","0.970873786407767","0.9934522465567848","0.9832919394897268","1.179724542786182","1.087152856175209"
"IMF.STA:FAS(4.0.0)","COD.FA26N.PTKM2_NUM.A","OBS_VALUE","Congo, Democratic Republic of the","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.09660131007256126","0.1129220793542269","0.1093932643744073","0.1385059879579189","0.1857038883130059","0.1570322666019717","0.1685009152863854","0.1773229527359344","0.1393881917028738","","","","",""
"IMF.STA:FAS(4.0.0)","TZA.FA57.NUM.A","OBS_VALUE","Tanzania, United Republic of","Registered mobile money agent outlets","Number","Annual","Units","83795","97613","153369","238461","270974","371132","427445","483283","569187","702284","838759","1038874","1240052","1475281"
"IMF.STA:FAS(4.0.0)","TZA.FA63.NUM.A","OBS_VALUE","Tanzania, United Republic of","Active mobile money accounts","Number","Annual","Units","","7872749","11016657","13856667","19006176","17025685","19383246","23302040","24379804","30325019","33142118","38338776","51715462","60745698"
"IMF.STA:FAS(4.0.0)","ZWE.FA63.NUM.A","OBS_VALUE","Zimbabwe","Active mobile money accounts","Number","Annual","Units","","","1874968","2785602","4752287","3279049","4611608","6139160","6543758","5201677","4129470","7840317","8974125","6712554"
"IMF.STA:FAS(4.0.0)","DZA.FA26N.PTKM2_NUM.A","OBS_VALUE","Algeria","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.5785686095039761","0.5932637483520451","0.6020808316608866","0.610897914969728","0.6251729302220519","0.6339900098289445","0.6386084800992215","0.6558227783793452","0.6667391626545456","0.6709377719911611","0.6818541562663615","0.6533036127773759","0.6633802751852531","0.6721973547921457"
"IMF.STA:FAS(4.0.0)","LBY.FA26N.PTKM2_NUM.A","OBS_VALUE","Libya","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.2818918580992759","0.291553474203485","0.3017834206667652","0.3023517510258363","0.3029200813849074","0.305761733180263","0.3068983938984053","0.3097400456937609","0.3188333314388988","0.32451663502961","0.3313365993384635","0.3409982154426725","",""
"IMF.STA:FAS(4.0.0)","ZWE.FA26N.PTKM2_NUM.A","OBS_VALUE","Zimbabwe","Number of commercial bank branches","Per 1,000 square km","Annual","Units","1.207186247899703","2.551376502520357","2.732325190642368","2.985653354013183","1.233036060488561","1.209771229158589","1.191676360346387","1.178751454051958","0.8220240403257076","0.9305932531989143","1.42173969238723","1.388134936021714","1.388134936021714","1.388134936021714"
"IMF.STA:FAS(4.0.0)","ZWE.FA66.NUM.A","OBS_VALUE","Zimbabwe","Mobile money transactions (during the reference year)","Number","Annual","Units","2296318","13660357","119144664.39","178514996.88087","228202694.74","298586190","754743123","1670402172.47826","1938855307","1663736760.2","1217852036.20368","9148025410","9392413658",""
"IMF.STA:FAS(4.0.0)","TZA.FA66.NUM.A","OBS_VALUE","Tanzania, United Republic of","Mobile money transactions (during the reference year)","Number","Annual","Units","134922456","546732134","1005113297","1234147232","1387854758.89","1578200386","2061054801","2684701220","2844739343","2917350466","3158481536.47425","3595035099.24495","5061198600","6604563082"
"IMF.STA:FAS(4.0.0)","CMR.FA26N.PTKM2_NUM.A","OBS_VALUE","Cameroon","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.4315542298660913","0.4696325442660405","0.5161727063104229","0.5373273254215058","0.575405639821455","0.5859829493769965","0.5648283302659136","0.6727168877324364","0.6790632734657612","0.7002178925768442","","","",""
"IMF.STA:FAS(4.0.0)","TGO.FA26N.PTKM2_NUM.A","OBS_VALUE","Togo","Number of commercial bank branches","Per 1,000 square km","Annual","Units","3.088803088803089","3.199117484831771","3.364589078874793","3.713917999632285","4.118404118404118","4.541275969847398","4.614818900533186","4.41257584114727","4.780290494576209","5.000919286633572","4.725133296561868","4.817061959919103","4.817061959919103","4.633204633204633"
"IMF.STA:FAS(4.0.0)","GIN.FA57.NUM.A","OBS_VALUE","Guinea","Registered mobile money agent outlets","Number","Annual","Units","","","","","4206","14229","29893","36240","65763","89415","134525","164170","210920","238318"
"IMF.STA:FAS(4.0.0)","TGO.FA63.NUM.A","OBS_VALUE","Togo","Active mobile money accounts","Number","Annual","Units","","","","","476831","718948","1045512","1341595","1899463","2438561","2608297","3093642","3431285","4444234"
"IMF.STA:FAS(4.0.0)","GIN.FA63.NUM.A","OBS_VALUE","Guinea","Active mobile money accounts","Number","Annual","Units","","100","7000","35365","190157","662855","918248","1413715","1839771","2748916","2655846","3349507","4570362","4601251"
"IMF.STA:FAS(4.0.0)","GIN.FA26N.PTKM2_NUM.A","OBS_VALUE","Guinea","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.3744098974442455","0.4232459710239297","0.4517336806120788","0.6226599381409735","0.7121927397037278","0.7284714308969559","0.756959140485105","0.7895165228715611","0.8017255412664822","0.8302132508546313","0.8424222692495523","0.9034673612241576","0.9523034348038418","0.9848608171902979"
"IMF.STA:FAS(4.0.0)","TGO.FA57.NUM.A","OBS_VALUE","Togo","Registered mobile money agent outlets","Number","Annual","Units","","","","","2405","3521","13938","13482","17214","31173","38664","46310","53423","60902"
"IMF.STA:FAS(4.0.0)","TGO.FA66.NUM.A","OBS_VALUE","Togo","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","9785810","20320295","38133970","62790231","92955528","36828406","180152168","241295612","309993754","387317332"
"IMF.STA:FAS(4.0.0)","GIN.FA66.NUM.A","OBS_VALUE","Guinea","Mobile money transactions (during the reference year)","Number","Annual","Units","","","125279","1282378","6685860","44360694","129563692","235609211","315568655","421126204","535201607","707098903","1059300008","1384411780"
"IMF.STA:FAS(4.0.0)","NAM.FA26N.PHTADLT_NUM.A","OBS_VALUE","Namibia","Number of commercial bank branches","Per 100,000 adults","Annual","Units","12.87690706993706","12.72875807592956","12.74554431177562","13.22342891691256","13.20082972853389","14.85952259584231","10.01464405498606","10.80992105072433","10.53604524752523","10.08561697741638","8.689853999093529","8.467906633857679","7.157895643263398","7.907431729014933"
"IMF.STA:FAS(4.0.0)","LBY.FA26N.PHTADLT_NUM.A","OBS_VALUE","Libya","Number of commercial bank branches","Per 100,000 adults","Annual","Units","11.28192717152078","12.11893279685598","12.26037150080108","12.02084396266669","11.83056325023084","11.73350804192396","11.54842081761109","11.41155012193608","11.51039577500767","11.48979591426077","11.5096789885381","11.6182633678286","",""
"IMF.STA:FAS(4.0.0)","MDG.FA26N.PHTADLT_NUM.A","OBS_VALUE","Madagascar, Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","1.469954137430912","1.547283016090241","1.610389244863094","1.822277865554722","1.979025716151459","2.112093526125055","2.223548727863302","2.284395265156716","2.358488453706305","2.41606603960193","2.846759498781294","2.841048784085756","2.742554838895857","2.714183592116404"
"IMF.STA:FAS(4.0.0)","STP.FA26N.PHTADLT_NUM.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","27.84817176752346","30.93130521010544","31.2656328164082","29.80834984482124","29.22744973308461","24.41714588823683","23.89348449395248","20.14228510196025","19.68101018689087","19.14197989326432","17.08589002629741","14.43741021735521","13.33398833626915",""
"IMF.STA:FAS(4.0.0)","SEN.FA26N.PHTADLT_NUM.A","OBS_VALUE","Senegal","Number of commercial bank branches","Per 100,000 adults","Annual","Units","4.510321163140471","4.74639188991098","4.657101201353969","4.687510957518232","4.993484097714875","5.00829987861765","5.591774499710925","5.420100066187348","5.014890606106917","5.011006245989698","5.359832757793978","5.205386000789468","5.309042615567898","5.272136218010789"
"IMF.STA:FAS(4.0.0)","NGA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Nigeria","Number of commercial bank branches","Per 100,000 adults","Annual","Units","6.123960386820851","5.547943469634181","5.625058666866068","5.340874156037369","4.747331924104178","4.514944548896492","4.219547749904362","4.090300553555161","4.552192714043193","4.23372987417224","4.077548700691053","3.508740399715706","3.429105479284543","3.280906062245906"
"IMF.STA:FAS(4.0.0)","SDN.FA26N.PTKM2_NUM.A","OBS_VALUE","Sudan","Number of commercial bank branches","Per 1,000 square km","Annual","Units","0.3270877944325482","0.3404710920770878","0.3624197002141328","0.3779443254817987","0.4041755888650964","0.4095289079229122","0.4288008565310493","0.4480728051391863","","","","","",""
"IMF.STA:FAS(4.0.0)","MRT.FA26N.PHTADLT_NUM.A","OBS_VALUE","Mauritania, Islamic Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","4.581281089082502","5.136842521201824","7.339210137895604","7.640690028852923","8.051023588142199","9.392123344034795","9.406228625835122","11.88036472719712","12.34694680783476","12.14913096956643","12.24811764785201","11.36884104803335","12.16366845055486","12.32490197482073"
"IMF.STA:FAS(4.0.0)","LBR.FA26N.PHTADLT_NUM.A","OBS_VALUE","Liberia","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.5542271746291","3.453149689276065","3.616667470370549","3.580770955223983","2.943511773488199","2.877354058052621","2.922423901150794","3.135794537167179","3.061615001913509","2.881957027701901","3.091473811835514","3.001909965215368","3.00364442189857",""
"IMF.STA:FAS(4.0.0)","NER.FA26N.PHTADLT_NUM.A","OBS_VALUE","Niger","Number of commercial bank branches","Per 100,000 adults","Annual","Units","1.232436200406105","1.519446699584315","1.622020204822736","1.63282575387257","1.678051091720298","1.640289453251703","1.649702529467925","1.60421971147714","1.610607409805985","1.57357765208263","1.591354762433356","1.597580438175062","1.528071428978159","1.461721632364817"
"IMF.STA:FAS(4.0.0)","TZA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Tanzania, United Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","2.118472941229117","2.26074980766325","2.514473847091423","2.64667582550754","2.647454555610892","2.824476379383667","2.75427117239352","2.520088885454468","2.675266024199384","2.49078294460128","2.462926242971704","2.357880703255922","2.738758979984468","2.444327707842987"
"IMF.STA:FAS(4.0.0)","MUS.FA26N.PHTADLT_NUM.A","OBS_VALUE","Mauritius","Number of commercial bank branches","Per 100,000 adults","Annual","Units","21.41030589597607","21.72756031391341","22.07018318252041","22.31124880089324","21.56775103983886","20.26664701416047","18.49140919947608","17.02702418315721","16.34384407212576","15.39243145646397","14.92659214635946","14.43108267792166","14.10795670071885","14.16635211772984"
"IMF.STA:FAS(4.0.0)","RWA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Rwanda","Number of commercial bank branches","Per 100,000 adults","Annual","Units","5.478102633806336","5.642638510483307","5.979473256303709","5.857223420783681","6.131119240196669","6.198482208724881","6.103119575818035","5.69713470233073","5.253780971038824","4.528471063635962","3.319197862143706","3.150822903734424","","4.747933976842624"
"IMF.STA:FAS(4.0.0)","ZMB.FA26N.PHTADLT_NUM.A","OBS_VALUE","Zambia","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.918965054010405","4.129409493202409","4.354955167291894","4.591500647770757","4.56051638393319","4.567448182782843","4.401580808115771","3.725421679882285","3.130767250215432","3.009225823416777","2.74229811728282","2.663726510285519","2.602001795630632","2.508346261734633"
"IMF.STA:FAS(4.0.0)","GIN.FA26N.PHTADLT_NUM.A","OBS_VALUE","Guinea","Number of commercial bank branches","Per 100,000 adults","Annual","Units","1.54851419221673","1.700458371634523","1.763748018564163","2.36198263896447","2.62286629826636","2.604202280466475","2.628098241703369","2.662385623776366","2.624216348388298","2.637043192052883","2.597250076788263","2.70321148830788","2.764575159228896","2.775258956316851"
"IMF.STA:FAS(4.0.0)","BFA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Burkina Faso","Number of commercial bank branches","Per 100,000 adults","Annual","Units","2.020052386691895","2.067207818115703","2.244617594060908","2.671134550792783","2.8035705180041","2.781329596639094","2.757029830696385","2.732725757306625","2.974219789512918","2.729233115449556","2.8735514222027","2.913389071503682","2.774728466806444","2.685168450175495"
"IMF.STA:FAS(4.0.0)","SSD.FA26N.PHTADLT_NUM.A","OBS_VALUE","South Sudan, Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","0.7058973013546169","0.8802799994622289","1.34007994270003","1.779027738136399","1.581733133465535","1.690606808024375","1.631859285483317","1.577970102845995","1.546865345371685","1.542315954625389","1.466444439889181","1.48805551643657","1.447791271353292","1.699716092582987"
"IMF.STA:FAS(4.0.0)","SWZ.FA26N.PHTADLT_NUM.A","OBS_VALUE","Eswatini, Kingdom of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","6.820312341282625","6.742014657426759","6.525470614103528","6.447959361035262","7.474400179385604","6.83657842922774","6.068926824926296","6.504773043158505","6.139521274094355","6.289978267483251","6.053627573264658","5.962081163798243","6.12589698446595","6.03636548019891"
"IMF.STA:FAS(4.0.0)","TGO.FA26N.PHTADLT_NUM.A","OBS_VALUE","Togo","Number of commercial bank branches","Per 100,000 adults","Annual","Units","4.160697015814364","4.198184212945415","4.301404843522883","4.624371674945131","4.993162265513633","5.359741742905557","5.300947011015621","4.932685288101705","5.200612632168069","5.294099900832945","4.86541910000727","4.821386049117042","4.683983101905237","4.379362635903614"
"IMF.STA:FAS(4.0.0)","UGA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Uganda","Number of commercial bank branches","Per 100,000 adults","Annual","Units","2.477110669737417","2.802239870360377","3.013921774738712","3.110253304790846","3.094054960678307","2.937036999200812","2.709378217386633","2.62673126692359","2.615601885154324","2.480294389590517","2.297645965152396","2.31500562356612","2.23624793669468","2.082373304937505"
"IMF.STA:FAS(4.0.0)","MWI.FA26N.PHTADLT_NUM.A","OBS_VALUE","Malawi","Number of commercial bank branches","Per 100,000 adults","Annual","Units","1.071482362974148","3.295652255058915","3.285561422883924","3.269829548773498","3.324832130834504","2.954849893625404","2.182941950867184","2.25274220604373","2.230006614442213","2.033974026151686","1.961841147986105","1.89223392867534","1.695608140760022","1.705556734994333"
"IMF.STA:FAS(4.0.0)","ZWE.FA26N.PHTADLT_NUM.A","OBS_VALUE","Zimbabwe","Number of commercial bank branches","Per 100,000 adults","Annual","Units","6.066268856256317","12.68266670093257","13.44336116079417","14.49940339034967","5.896904310674139","5.682879996153127","5.487287169734647","5.313694415959728","3.62410384630244","4.010222949458826","5.989579873443444","5.723437123300315","5.600600234161409","5.45993662203177"
"IMF.STA:FAS(4.0.0)","SDN.FA26N.PHTADLT_NUM.A","OBS_VALUE","Sudan","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.052858724890362","3.106074798578863","3.220565034577547","3.248457488826411","3.342216990361489","3.259644905788592","3.264151257101668","3.263236008846372","","","","","",""
"IMF.STA:FAS(4.0.0)","GNQ.FA26N.PHTADLT_NUM.A","OBS_VALUE","Equatorial Guinea, Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","2.609079073359476","3.131599846676872","3.129965811142678","3.590061320563524","4.014487840562385","","4.561395870070712","5.402117630111004","5.310130957484195","5.440849522987589","5.396293752280849","5.249096310241165","",""
"IMF.STA:FAS(4.0.0)","LSO.FA26N.PHTADLT_NUM.A","OBS_VALUE","Lesotho, Kingdom of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.441546505852584","3.406991456194607","3.677648021501982","3.638866735602975","3.823799327011318","3.924731063357748","3.868918133692291","3.809838728807772","3.823184783724561","3.83437454031078","3.70752056815693","3.650651573701247","3.589895640404142","3.528118121394704"
"IMF.STA:FAS(4.0.0)","MLI.FA26N.PHTADLT_NUM.A","OBS_VALUE","Mali","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.989346369810103","4.527118792948506","4.757829238761606","5.299263935438119","5.687648021039748","5.708135805964241","4.833070678380067","4.711060718267236","4.654167721173701","4.379756920868283","4.283788147112368","3.988226105397909","3.866118212222073","3.640883572659483"
"IMF.STA:FAS(4.0.0)","AGO.FA26N.PHTADLT_NUM.A","OBS_VALUE","Angola","Number of commercial bank branches","Per 100,000 adults","Annual","Units","8.069935627960309","8.677069251052312","9.942166709080071","9.907864256344545","9.987312414229331","9.844555594403558","9.798636213487998","9.590883797901363","9.026404371210767","8.493015066021502","7.989834407528022","7.538525216570044","7.113527779577842","6.815882476541649"
"IMF.STA:FAS(4.0.0)","ZAF.FA57.NUM.A","OBS_VALUE","South Africa","Registered mobile money agent outlets","Number","Annual","Units","","","3948","11830","6771","682","","","","6880","15363","15959","26858","27768"
"IMF.STA:FAS(4.0.0)","CPV.FA26N.PHTADLT_NUM.A","OBS_VALUE","Cabo Verde","Number of commercial bank branches","Per 100,000 adults","Annual","Units","29.58529383317308","33.41917474296723","33.62942046225167","33.63012376988174","33.97492978971162","34.11814157118136","32.40881955640769","34.26371092305349","34.21820897549053","33.64691900046943","34.94351246811404","35.13833407308773","34.58246227131372","34.80174520516396"
"IMF.STA:FAS(4.0.0)","COG.FA26N.PHTADLT_NUM.A","OBS_VALUE","Congo, Republic of","Number of commercial bank branches","Per 100,000 adults","Annual","Units","0.5116306436057681","0.7145455026148793","2.386422100514695","3.168973817387195","3.309303736001308","3.634805176094745","3.840099545706543","4.09140320652711","4.231942332732479","4.059617876527319","3.948488483768809","3.920754499841477","",""
"IMF.STA:FAS(4.0.0)","ZAF.FA66.NUM.A","OBS_VALUE","South Africa","Mobile money transactions (during the reference year)","Number","Annual","Units","","","7234469","6137215","8051452","3570646","","","","475282","","","7600171.667543","22203516"
"IMF.STA:FAS(4.0.0)","CAF.FA26N.PHTADLT_NUM.A","OBS_VALUE","Central African Republic","Number of commercial bank branches","Per 100,000 adults","Annual","Units","0.9385004721065418","0.9806200869401425","1.068583321551517","1.007106817106045","0.7201412493518729","0.7071547420965058","0.7366521696248026","","","","","","",""
